Provincia,Referencia,Fecha Alta,Tipo,Operación,Superficie,Precio Venta,Fecha Venta,Vendedor
Barcelona,1766,2005-09-29,Oficina,Venta,231,2299374,2006-05-15,Jesús
Tarragona,1771,2005-10-01,Local,Alquiler,285,1779825,2006-02-28,María
Lleida,1774,2005-10-01,Casa,Venta,193,1033515,2005-12-30,Pedro
Tarragona,1776,2005-10-01,Parking,Venta,229,2215117,2006-08-01,Jesús
Girona,1777,2005-10-02,Local,Venta,279,1512738,2006-07-08,Luisa
Barcelona,1778,2005-10-02,Local,Alquiler,204,1929228,2006-05-14,Pedro
Barcelona,1782,2005-10-02,Casa,Alquiler,258,1146552,2006-07-26,Luisa
Lleida,1783,2005-10-03,Piso,Venta,300,1506300,2006-04-24,Pedro
Tarragona,1787,2005-10-03,Parking,Venta,299,2669472,2006-06-10,Joaquín
Girona,1790,2005-10-04,Local,Venta,238,2184364,2006-08-11,Luisa
Girona,1791,2005-10-04,Oficina,Alquiler,228,1747392,2006-05-24,Carmen
Barcelona,1793,2005-10-05,Casa,Alquiler,274,1753052,2006-02-28,Joaquín
Barcelona,1795,2005-10-05,Oficina,Venta,224,1420160,2006-05-03,Jesús
Girona,1796,2005-10-06,Casa,Alquiler,208,1811680,2006-05-31,Jesús
Barcelona,1798,2005-10-06,Local,Alquiler,211,1522998,2006-06-02,Luisa
Lleida,1799,2005-10-06,Oficina,Alquiler,289,2249576,2006-06-18,Carmen
Lleida,1800,2005-10-06,Industrial,Venta,160,1319520,2006-08-02,Jesús
Tarragona,1801,2005-10-06,Piso,Venta,127,1204722,2006-07-29,Joaquín
Lleida,1803,2005-10-07,Casa,Venta,253,2378453,2006-09-10,Luisa
Barcelona,1805,2005-10-07,Suelo,Venta,242,1963104,2006-07-19,Pedro
Tarragona,1806,2005-10-08,Industrial,Venta,264,1133352,2006-02-02,Pedro
Girona,1807,2005-10-09,Local,Alquiler,211,1244056,2006-09-01,María
Girona,1809,2005-10-11,Local,Alquiler,151,1382707,2006-05-07,María
Lleida,1811,2005-10-12,Oficina,Venta,215,1473180,2006-05-12,Pedro
Girona,1813,2005-10-12,Local,Alquiler,246,2010312,2006-02-21,María
Tarragona,1816,2005-10-12,Industrial,Venta,120,1050000,2006-02-05,Pedro
Lleida,1818,2005-10-13,Local,Venta,255,2063460,2006-05-25,Luisa
Lleida,1819,2005-10-13,Casa,Venta,245,1605730,2006-06-20,Pedro
Girona,1821,2005-10-14,Casa,Alquiler,207,1556226,2006-06-21,Carmen
Barcelona,1823,2005-10-15,Parking,Alquiler,271,2334123,2006-08-02,Joaquín
Lleida,1824,2005-10-15,Local,Alquiler,257,2136184,2006-04-18,Jesús
Girona,1825,2005-10-15,Piso,Venta,262,2390750,2006-03-11,Pedro
Girona,1827,2005-10-16,Oficina,Venta,145,1169860,2006-05-06,Joaquín
Barcelona,1828,2005-10-16,Local,Venta,214,1687604,2006-01-22,Luisa
Lleida,1830,2005-10-17,Oficina,Venta,202,1867692,2006-03-06,Jesús
Lleida,1832,2005-10-18,Piso,Alquiler,211,1284568,2006-08-26,Carmen
Girona,1834,2005-10-18,Casa,Alquiler,157,1182053,2006-04-09,Joaquín
Tarragona,1838,2005-10-20,Suelo,Alquiler,214,1642664,2006-08-29,Luisa
Girona,1839,2005-10-21,Casa,Alquiler,258,2475510,2006-06-28,Jesús
Barcelona,1840,2005-10-22,Suelo,Alquiler,276,1544496,2006-05-12,Carmen
Lleida,1842,2005-10-22,Industrial,Venta,254,2299208,2006-09-05,Pedro
Lleida,1846,2005-10-26,Local,Alquiler,205,1597360,2006-10-15,Carmen
Tarragona,1847,2005-10-27,Oficina,Alquiler,182,1499134,2006-09-07,Joaquín
Girona,1848,2005-10-27,Oficina,Venta,266,1327606,2006-05-02,María
Girona,1852,2005-10-28,Piso,Alquiler,164,1421060,2006-10-28,Luisa
Barcelona,1853,2005-10-28,Industrial,Alquiler,224,1422624,2006-03-12,Luisa
Barcelona,1854,2005-10-28,Suelo,Venta,249,1878954,2006-10-28,Luisa
Girona,1855,2005-10-29,Casa,Venta,160,1263040,2006-02-08,Jesús
Girona,1856,2005-10-29,Casa,Venta,284,2467960,2006-04-25,Pedro
Lleida,1857,2005-10-30,Local,Venta,254,2394204,2006-08-19,María
Girona,1859,2005-10-31,Casa,Alquiler,216,1883088,2006-10-18,Pedro
Girona,1860,2005-11-01,Oficina,Alquiler,213,2083779,2006-04-23,María
Lleida,1861,2005-11-02,Suelo,Venta,228,1944840,2006-10-10,María
Barcelona,1862,2005-11-02,Parking,Venta,249,2221329,2006-05-12,Pedro
Girona,1869,2005-11-04,Piso,Venta,259,1074332,2006-02-09,Joaquín
Girona,1870,2005-11-04,Suelo,Venta,191,1895293,2006-07-21,María
Girona,1872,2005-11-05,Industrial,Alquiler,233,1644747,2006-05-05,Carmen
Tarragona,1873,2005-11-05,Parking,Alquiler,122,1162172,2006-02-26,Luisa
Lleida,1876,2005-11-08,Local,Alquiler,191,1370998,2006-09-07,Joaquín
Tarragona,1877,2005-11-08,Oficina,Venta,171,1093887,2006-04-09,Pedro
Tarragona,1881,2005-11-09,Piso,Alquiler,157,1174203,2006-04-09,Pedro
Lleida,1882,2005-11-09,Suelo,Alquiler,186,1713990,2006-08-28,María
Girona,1883,2005-11-09,Parking,Alquiler,156,1508988,2006-09-18,Jesús
Barcelona,1884,2005-11-10,Local,Alquiler,246,2216214,2006-04-17,María
Tarragona,1885,2005-11-12,Suelo,Venta,225,1300500,2006-07-24,Carmen
Girona,1886,2005-11-12,Oficina,Alquiler,273,2333058,2006-03-05,Joaquín
Tarragona,1890,2005-11-13,Oficina,Venta,251,2070750,2006-09-03,Carmen
Tarragona,1892,2005-11-13,Industrial,Venta,154,1380764,2006-05-04,Carmen
Lleida,1895,2005-11-14,Suelo,Venta,280,1720320,2006-04-05,María
Lleida,1898,2005-11-16,Suelo,Alquiler,163,1179957,2006-06-06,María
Tarragona,1900,2005-11-16,Local,Venta,277,1116587,2006-10-01,Carmen
Barcelona,1903,2005-11-19,Parking,Venta,145,1213505,2006-11-05,Pedro
Tarragona,1904,2005-11-19,Oficina,Venta,220,1601600,2006-05-05,Luisa
Tarragona,1910,2005-11-21,Suelo,Alquiler,185,1179190,2006-03-14,Luisa
Barcelona,1911,2005-11-21,Casa,Alquiler,113,1059827,2006-10-21,Joaquín
Tarragona,1913,2005-11-22,Industrial,Alquiler,287,1926344,2006-06-18,María
Lleida,1915,2005-11-22,Industrial,Alquiler,177,1736901,2006-10-24,María
Lleida,1916,2005-11-22,Oficina,Venta,263,2323868,2006-05-25,Pedro
Girona,1920,2005-11-23,Suelo,Venta,243,2347137,2006-07-19,María
Tarragona,1922,2005-11-24,Casa,Venta,223,1360523,2006-03-02,Jesús
Tarragona,1923,2005-11-24,Suelo,Alquiler,287,1276289,2006-04-19,María
Tarragona,1924,2005-11-25,Parking,Alquiler,295,2613405,2006-11-23,Carmen
Barcelona,1925,2005-11-25,Industrial,Alquiler,276,1817736,2006-09-14,Joaquín
Tarragona,1928,2005-11-26,Piso,Alquiler,179,1674903,2006-04-30,Jesús
Tarragona,1930,2005-11-26,Industrial,Alquiler,276,1539252,2006-09-20,Pedro
Tarragona,1931,2005-11-27,Casa,Alquiler,288,1228320,2006-09-23,Jesús
Barcelona,1933,2005-11-27,Industrial,Alquiler,180,1688040,2006-07-07,Luisa
Tarragona,1934,2005-11-28,Industrial,Alquiler,105,1021230,2006-09-17,Carmen
Barcelona,1936,2005-11-28,Piso,Venta,249,1780350,2006-03-14,Luisa
Girona,1937,2005-11-28,Suelo,Venta,188,1265992,2006-10-21,Luisa
Lleida,1941,2005-11-30,Casa,Venta,172,1701080,2006-10-06,María
Lleida,1943,2005-12-01,Oficina,Venta,289,1406563,2006-08-10,Jesús
Girona,1944,2005-12-01,Local,Alquiler,210,1527120,2006-06-17,Jesús
Lleida,1945,2005-12-03,Local,Venta,264,1545720,2006-06-09,Luisa
Barcelona,1946,2005-12-03,Piso,Alquiler,264,2147112,2006-05-10,Joaquín
Lleida,1947,2005-12-03,Piso,Alquiler,176,1189936,2006-08-12,Carmen
Barcelona,1948,2005-12-04,Casa,Alquiler,176,1685904,2006-07-29,Pedro
Lleida,1952,2005-12-06,Casa,Alquiler,162,1341684,2006-11-09,María
Girona,1953,2005-12-06,Parking,Alquiler,250,2103000,2006-09-13,Jesús
Lleida,1954,2005-12-06,Industrial,Venta,264,1346136,2006-10-25,Joaquín
Girona,1956,2005-12-07,Industrial,Venta,202,1028382,2006-05-07,Pedro
Barcelona,1957,2005-12-08,Oficina,Alquiler,293,2868470,2006-03-18,Luisa
Lleida,1958,2005-12-09,Parking,Alquiler,296,1536832,2006-08-22,Joaquín
Tarragona,1959,2005-12-09,Casa,Venta,203,1002211,2006-10-04,María
Tarragona,1960,2005-12-09,Industrial,Venta,287,2446962,2006-11-10,María
Barcelona,1962,2005-12-11,Suelo,Venta,238,2203166,2006-05-01,Carmen
Lleida,1967,2005-12-14,Casa,Venta,216,2046384,2006-07-03,Pedro
Lleida,1968,2005-12-15,Local,Venta,218,1732446,2006-10-05,Jesús
Barcelona,1969,2005-12-16,Piso,Venta,259,1842785,2006-07-19,María
Barcelona,1976,2005-12-17,Local,Venta,165,1393095,2006-12-15,Carmen
Tarragona,1977,2005-12-18,Local,Alquiler,207,1395387,2006-05-18,Luisa
Barcelona,1979,2005-12-20,Industrial,Alquiler,238,2136288,2006-09-01,María
Lleida,1980,2005-12-20,Local,Venta,281,2671748,2006-12-18,Carmen
Barcelona,1982,2005-12-21,Piso,Venta,248,1036392,2006-12-03,Luisa
Barcelona,1983,2005-12-21,Suelo,Alquiler,243,2390634,2006-06-26,Luisa
Tarragona,1985,2005-12-21,Piso,Venta,289,2789428,2006-04-29,Pedro
Girona,1988,2005-12-22,Industrial,Alquiler,210,1770930,2006-04-20,María
Barcelona,1989,2005-12-22,Casa,Venta,276,2548584,2006-10-13,Jesús
Tarragona,1990,2005-12-22,Suelo,Alquiler,203,2021880,2006-04-29,Joaquín
Tarragona,1991,2005-12-22,Oficina,Venta,274,2456958,2006-10-03,Jesús
Girona,1993,2005-12-23,Local,Venta,299,2110342,2006-04-13,Jesús
Barcelona,1995,2005-12-23,Local,Alquiler,267,2263626,2006-07-04,Pedro
Tarragona,1996,2005-12-23,Industrial,Venta,178,1642584,2006-12-18,Luisa
Tarragona,1997,2005-12-23,Casa,Venta,206,1058840,2006-04-02,Jesús
Tarragona,1998,2005-12-24,Local,Venta,264,2303928,2006-04-17,Luisa
Tarragona,1999,2005-12-24,Piso,Venta,243,1693710,2006-05-23,Pedro
Barcelona,2001,2005-12-25,Suelo,Venta,265,1348055,2006-07-19,Joaquín
Barcelona,2002,2005-12-25,Casa,Venta,283,1653852,2006-08-28,María
Tarragona,2003,2005-12-26,Piso,Alquiler,300,1432500,2006-06-21,María
Girona,2006,2005-12-27,Parking,Venta,272,1774528,2006-06-21,Jesús
Barcelona,2008,2005-12-27,Casa,Alquiler,221,1401361,2006-03-30,Jesús
Barcelona,2010,2005-12-27,Piso,Venta,158,1040746,2006-09-25,Luisa
Lleida,2011,2005-12-28,Oficina,Venta,259,1555813,2006-09-17,Carmen
Girona,2014,2005-12-30,Oficina,Alquiler,227,2029607,2006-10-20,Carmen
Girona,2015,2005-12-30,Parking,Venta,262,1407726,2006-11-01,María
Girona,2016,2005-12-31,Casa,Alquiler,284,2815292,2006-12-07,Jesús
Barcelona,2017,2005-12-31,Parking,Alquiler,202,1329968,2006-10-22,María
Tarragona,2019,2006-01-01,Parking,Alquiler,204,1347420,2006-07-13,Jesús
Girona,2024,2006-01-02,Casa,Alquiler,271,2471249,2006-04-04,Joaquín
Lleida,2025,2006-01-02,Local,Alquiler,277,1499678,2006-11-03,Luisa
Barcelona,2026,2006-01-03,Oficina,Alquiler,216,1109808,2006-06-24,Joaquín
Barcelona,2029,2006-01-03,Local,Alquiler,179,1176209,2006-06-29,Carmen
Barcelona,2030,2006-01-03,Casa,Alquiler,229,2219468,2006-07-12,Luisa
Lleida,2031,2006-01-03,Parking,Venta,233,1450425,2006-07-16,Luisa
Girona,2033,2006-01-03,Casa,Alquiler,155,1247750,2006-09-11,María
Lleida,2035,2006-01-05,Industrial,Venta,289,1809140,2006-09-12,Joaquín
Barcelona,2038,2006-01-06,Local,Alquiler,283,2107784,2006-04-19,María
Barcelona,2039,2006-01-06,Parking,Venta,199,1139076,2006-06-21,Joaquín
Lleida,2040,2006-01-07,Oficina,Alquiler,207,2014110,2006-11-01,Joaquín
Girona,2043,2006-01-08,Casa,Alquiler,280,2346400,2006-05-07,María
Tarragona,2045,2006-01-09,Piso,Alquiler,194,1792560,2006-05-05,Joaquín
Girona,2046,2006-01-09,Industrial,Alquiler,256,2331648,2006-11-26,Luisa
Barcelona,2047,2006-01-09,Piso,Alquiler,249,2053005,2006-07-24,Luisa
Tarragona,2048,2006-01-10,Local,Venta,170,1102280,2006-08-05,Pedro
Barcelona,2049,2006-01-10,Casa,Venta,275,1856525,2006-09-04,Jesús
Barcelona,2050,2006-01-10,Casa,Alquiler,180,1741320,2006-06-08,María
Tarragona,2051,2006-01-11,Parking,Venta,130,1275560,2006-11-13,María
Girona,2053,2006-01-11,Oficina,Venta,185,1730675,2006-10-07,María
Tarragona,2054,2006-01-11,Oficina,Venta,247,1568697,2006-05-14,Luisa
Barcelona,2055,2006-01-11,Industrial,Alquiler,271,1196465,2006-08-05,Jesús
Girona,2056,2006-01-12,Piso,Alquiler,289,2462280,2007-01-05,Jesús
Tarragona,2058,2006-01-13,Industrial,Alquiler,122,1184376,2006-10-03,Luisa
Barcelona,2060,2006-01-13,Oficina,Venta,207,1437408,2006-08-21,María
Lleida,2061,2006-01-13,Suelo,Venta,261,1615851,2006-12-25,Jesús
Barcelona,2063,2006-01-13,Suelo,Venta,274,1450556,2006-09-03,María
Barcelona,2064,2006-01-14,Industrial,Alquiler,144,1331856,2006-12-19,Luisa
Girona,2066,2006-01-14,Local,Alquiler,165,1461570,2006-10-17,Carmen
Lleida,2068,2006-01-14,Local,Alquiler,255,2494410,2006-11-22,Luisa
Barcelona,2069,2006-01-15,Oficina,Alquiler,199,1685132,2006-11-07,Joaquín
Barcelona,2070,2006-01-15,Suelo,Venta,245,2399040,2006-05-31,Joaquín
Lleida,2071,2006-01-15,Oficina,Alquiler,272,2487712,2006-04-25,Carmen
Girona,2073,2006-01-15,Casa,Venta,239,2030783,2006-12-16,María
Lleida,2075,2006-01-16,Local,Venta,209,1355365,2006-07-01,Joaquín
Barcelona,2076,2006-01-17,Piso,Venta,267,1074675,2006-10-20,Carmen
Lleida,2077,2006-01-17,Industrial,Alquiler,246,2398008,2006-05-22,Jesús
Barcelona,2079,2006-01-17,Industrial,Alquiler,221,1411969,2006-07-26,Pedro
Girona,2080,2006-01-18,Suelo,Venta,234,2049606,2006-04-21,María
Girona,2083,2006-01-19,Piso,Venta,267,2245203,2006-07-28,María
Girona,2084,2006-01-19,Parking,Alquiler,188,1422220,2006-07-20,María
Girona,2085,2006-01-19,Industrial,Venta,296,2387832,2006-06-28,María
Girona,2086,2006-01-20,Local,Alquiler,256,1428480,2006-06-26,Pedro
Barcelona,2087,2006-01-20,Parking,Alquiler,265,2119735,2006-10-15,Pedro
Lleida,2090,2006-01-21,Suelo,Alquiler,178,1104846,2006-06-08,Jesús
Lleida,2091,2006-01-23,Suelo,Venta,171,1298403,2006-08-31,Carmen
Tarragona,2093,2006-01-23,Industrial,Alquiler,293,1182841,2006-06-15,María
Girona,2094,2006-01-23,Casa,Alquiler,154,1427118,2006-10-03,Pedro
Tarragona,2097,2006-01-23,Local,Alquiler,190,1469460,2007-01-10,Carmen
Girona,2098,2006-01-24,Oficina,Alquiler,123,1133199,2006-09-23,Luisa
Lleida,2099,2006-01-24,Local,Venta,144,1247760,2006-08-03,Luisa
Tarragona,2101,2006-01-24,Piso,Venta,220,1522840,2006-05-02,María
Tarragona,2102,2006-01-24,Local,Venta,197,1489911,2006-04-24,Carmen
Tarragona,2103,2006-01-25,Casa,Alquiler,229,1447509,2006-04-29,Joaquín
Barcelona,2104,2006-01-25,Oficina,Venta,223,1970874,2006-06-08,Joaquín
Lleida,2105,2006-01-25,Oficina,Alquiler,237,1438827,2006-05-12,Pedro
Tarragona,2106,2006-01-25,Parking,Alquiler,212,1440540,2006-10-10,Jesús
Tarragona,2108,2006-01-26,Oficina,Venta,139,1197485,2007-01-24,Pedro
Barcelona,2110,2006-01-26,Suelo,Alquiler,273,1528254,2006-06-15,Pedro
Lleida,2111,2006-01-26,Oficina,Venta,261,2233899,2006-10-29,Luisa
Lleida,2113,2006-01-26,Oficina,Venta,258,2111472,2006-05-31,Joaquín
Tarragona,2115,2006-01-28,Casa,Alquiler,254,1713992,2006-07-08,Pedro
Tarragona,2116,2006-01-28,Parking,Alquiler,294,1355046,2006-10-02,Jesús
Lleida,2118,2006-01-29,Industrial,Venta,246,1285842,2006-08-09,Jesús
Barcelona,2126,2006-02-01,Piso,Venta,252,2381400,2006-06-13,María
Lleida,2127,2006-02-01,Piso,Venta,157,1409546,2007-01-05,Pedro
Lleida,2128,2006-02-02,Parking,Venta,264,2181432,2006-12-25,María
Barcelona,2129,2006-02-02,Casa,Alquiler,234,1286766,2006-10-12,Luisa
Tarragona,2131,2006-02-02,Oficina,Alquiler,288,1820448,2006-11-13,Joaquín
Tarragona,2132,2006-02-03,Suelo,Alquiler,210,1482810,2006-11-23,Carmen
Lleida,2134,2006-02-03,Parking,Venta,235,2290545,2006-08-22,Carmen
Tarragona,2135,2006-02-04,Industrial,Alquiler,283,1709037,2006-07-14,Carmen
Tarragona,2137,2006-02-04,Local,Venta,216,1204200,2007-01-17,Joaquín
Girona,2138,2006-02-04,Parking,Venta,108,1041120,2006-05-07,Pedro
Lleida,2139,2006-02-05,Industrial,Alquiler,129,1140876,2006-07-02,Pedro
Lleida,2140,2006-02-05,Piso,Alquiler,194,1315126,2006-09-11,Luisa
Tarragona,2144,2006-02-07,Piso,Alquiler,218,1677728,2006-05-19,Pedro
Tarragona,2148,2006-02-07,Oficina,Alquiler,206,1747292,2006-06-11,Carmen
Barcelona,2150,2006-02-08,Industrial,Alquiler,211,1155436,2006-12-27,Pedro
Barcelona,2152,2006-02-09,Piso,Venta,293,1298869,2006-07-11,Jesús
Barcelona,2153,2006-02-09,Parking,Venta,227,2001232,2006-12-06,María
Girona,2154,2006-02-09,Oficina,Venta,200,1539800,2006-12-25,Carmen
Girona,2155,2006-02-09,Industrial,Alquiler,252,1949220,2006-10-20,Carmen
Tarragona,2156,2006-02-09,Industrial,Alquiler,259,1627556,2006-05-30,María
Tarragona,2157,2006-02-10,Casa,Venta,254,1522222,2007-02-05,María
Barcelona,2159,2006-02-11,Oficina,Venta,233,1157544,2006-06-10,Jesús
Lleida,2161,2006-02-12,Parking,Venta,210,1511160,2006-10-21,Luisa
Lleida,2163,2006-02-12,Piso,Alquiler,141,1401822,2006-05-29,María
Girona,2166,2006-02-14,Parking,Alquiler,131,1163542,2007-01-18,Luisa
Barcelona,2167,2006-02-15,Suelo,Venta,149,1436211,2007-02-01,María
Tarragona,2169,2006-02-15,Suelo,Venta,227,2069786,2006-10-16,Luisa
Lleida,2172,2006-02-16,Industrial,Alquiler,201,1733022,2006-09-08,Pedro
Tarragona,2173,2006-02-16,Oficina,Venta,279,2331324,2006-08-02,Joaquín
Lleida,2174,2006-02-16,Suelo,Venta,188,1541976,2006-07-19,Joaquín
Tarragona,2176,2006-02-16,Suelo,Alquiler,276,1302720,2006-11-09,María
Girona,2178,2006-02-17,Industrial,Venta,271,2108109,2006-12-24,Pedro
Lleida,2181,2006-02-17,Suelo,Venta,153,1140156,2006-06-30,Joaquín
Tarragona,2182,2006-02-18,Industrial,Venta,126,1031058,2006-09-13,Carmen
Barcelona,2186,2006-02-20,Parking,Alquiler,228,1815336,2006-06-10,Jesús
Girona,2188,2006-02-20,Oficina,Venta,245,1660120,2006-11-26,Pedro
Girona,2189,2006-02-20,Local,Venta,271,1647409,2007-01-12,Pedro
Tarragona,2190,2006-02-20,Piso,Venta,217,1912638,2006-10-22,Luisa
Lleida,2192,2006-02-21,Casa,Venta,249,1307250,2006-11-20,Luisa
Barcelona,2193,2006-02-21,Parking,Alquiler,260,2470000,2006-05-27,Luisa
Tarragona,2194,2006-02-21,Local,Alquiler,154,1109262,2006-06-06,Carmen
Girona,2200,2006-02-23,Casa,Venta,272,1586032,2007-01-23,María
Barcelona,2201,2006-02-24,Industrial,Alquiler,257,1598283,2007-02-03,Luisa
Girona,2206,2006-02-28,Casa,Venta,121,1002122,2006-07-13,Pedro
Barcelona,2207,2006-02-28,Casa,Venta,281,2577332,2006-07-03,Carmen
Tarragona,2209,2006-03-01,Oficina,Venta,296,1761200,2007-02-13,Joaquín
Lleida,2210,2006-03-01,Local,Alquiler,240,1706400,2006-08-29,Pedro
Lleida,2211,2006-03-01,Local,Venta,146,1095146,2006-10-21,María
Barcelona,2212,2006-03-01,Local,Venta,287,1351196,2006-06-18,Jesús
Girona,2214,2006-03-02,Industrial,Venta,249,1882440,2006-12-16,Carmen
Barcelona,2218,2006-03-03,Casa,Alquiler,243,1918728,2006-07-26,Luisa
Girona,2221,2006-03-04,Parking,Alquiler,269,1908286,2007-01-29,Jesús
Girona,2222,2006-03-04,Industrial,Venta,201,1929198,2006-08-16,María
Barcelona,2224,2006-03-05,Parking,Venta,293,1996209,2006-07-26,Jesús
Tarragona,2225,2006-03-05,Suelo,Venta,243,1552041,2006-12-03,Luisa
Tarragona,2228,2006-03-06,Suelo,Venta,176,1463264,2006-12-21,Pedro
Lleida,2229,2006-03-06,Local,Alquiler,126,1177722,2007-02-14,Pedro
Girona,2230,2006-03-06,Local,Alquiler,143,1205347,2006-12-22,María
Girona,2231,2006-03-07,Industrial,Alquiler,223,1510825,2006-06-19,Luisa
Barcelona,2232,2006-03-07,Parking,Venta,227,2257515,2007-02-06,Luisa
Girona,2233,2006-03-07,Suelo,Alquiler,162,1202850,2006-11-30,Pedro
Barcelona,2234,2006-03-08,Oficina,Alquiler,177,1191033,2006-06-27,Carmen
Tarragona,2236,2006-03-08,Piso,Venta,138,1343844,2007-01-01,Carmen
Tarragona,2237,2006-03-08,Industrial,Venta,248,1460224,2007-01-26,María
Lleida,2238,2006-03-08,Casa,Alquiler,217,1659833,2007-03-01,Luisa
Tarragona,2239,2006-03-09,Oficina,Alquiler,272,1705712,2006-06-19,Joaquín
Girona,2241,2006-03-11,Suelo,Alquiler,258,1930614,2006-07-07,Joaquín
Girona,2244,2006-03-12,Casa,Alquiler,150,1159650,2006-09-22,Joaquín
Barcelona,2245,2006-03-13,Parking,Alquiler,182,1489124,2007-02-22,Pedro
Girona,2246,2006-03-13,Industrial,Alquiler,240,2175360,2006-09-07,Luisa
Tarragona,2247,2006-03-13,Industrial,Alquiler,214,1331936,2006-12-04,Joaquín
Girona,2249,2006-03-14,Suelo,Venta,229,1243699,2007-02-11,María
Girona,2251,2006-03-15,Casa,Alquiler,283,1219730,2006-07-26,Pedro
Tarragona,2253,2006-03-16,Piso,Venta,258,1646556,2006-11-30,Carmen
Lleida,2255,2006-03-16,Oficina,Alquiler,178,1171418,2006-12-05,María
Girona,2257,2006-03-17,Piso,Alquiler,196,1611708,2007-01-08,Jesús
Girona,2259,2006-03-19,Oficina,Alquiler,286,1413698,2007-03-15,Carmen
Tarragona,2262,2006-03-20,Piso,Venta,199,1685729,2006-12-27,Luisa
Tarragona,2263,2006-03-20,Casa,Alquiler,220,1550780,2006-10-21,Carmen
Lleida,2264,2006-03-20,Industrial,Alquiler,274,1456858,2006-07-28,Pedro
Girona,2266,2006-03-21,Oficina,Venta,290,2797050,2006-10-02,Luisa
Girona,2271,2006-03-23,Local,Alquiler,225,1501650,2006-06-22,Jesús
Tarragona,2273,2006-03-25,Piso,Alquiler,150,1396200,2006-07-31,Pedro
Barcelona,2276,2006-03-26,Casa,Alquiler,235,2145315,2007-02-09,Joaquín
Girona,2277,2006-03-26,Oficina,Venta,263,2034042,2006-09-08,Carmen
Tarragona,2278,2006-03-26,Oficina,Alquiler,294,2427558,2007-01-30,Pedro
Tarragona,2280,2006-03-28,Parking,Alquiler,290,1442460,2007-01-28,Carmen
Barcelona,2281,2006-03-28,Suelo,Alquiler,254,1558036,2007-03-15,María
Tarragona,2287,2006-03-30,Suelo,Venta,230,1690730,2006-11-15,Carmen
Girona,2291,2006-03-31,Piso,Venta,283,1227937,2006-12-31,Joaquín
Barcelona,2292,2006-03-31,Suelo,Venta,295,1490930,2007-03-14,Joaquín
Barcelona,2295,2006-04-01,Local,Venta,155,1425690,2006-11-08,Jesús
Tarragona,2300,2006-04-02,Oficina,Venta,128,1213312,2006-11-02,María
Tarragona,2301,2006-04-02,Casa,Alquiler,190,1760920,2006-10-22,Jesús
Barcelona,2305,2006-04-04,Casa,Alquiler,180,1071720,2007-03-31,Carmen
Lleida,2306,2006-04-04,Piso,Venta,150,1267950,2006-09-15,Jesús
Tarragona,2307,2006-04-05,Local,Alquiler,154,1405404,2006-09-08,María
Lleida,2308,2006-04-05,Local,Alquiler,261,2598516,2006-08-29,Carmen
Tarragona,2309,2006-04-05,Parking,Venta,298,2236490,2007-01-07,Joaquín
Girona,2312,2006-04-07,Parking,Alquiler,261,1189377,2006-09-19,Jesús
Barcelona,2314,2006-04-07,Suelo,Alquiler,234,1475136,2006-09-18,Carmen
Girona,2316,2006-04-07,Parking,Venta,181,1789185,2007-01-27,Carmen
Tarragona,2323,2006-04-09,Local,Venta,141,1058628,2007-01-29,Luisa
Girona,2324,2006-04-10,Piso,Venta,182,1400308,2007-01-07,Joaquín
Tarragona,2327,2006-04-11,Industrial,Venta,161,1240827,2007-03-05,Carmen
Barcelona,2328,2006-04-11,Local,Alquiler,130,1276600,2007-01-04,María
Tarragona,2329,2006-04-12,Local,Venta,188,1772840,2006-12-08,Pedro
Tarragona,2330,2006-04-12,Parking,Alquiler,124,1026596,2007-03-28,Carmen
Lleida,2331,2006-04-12,Parking,Venta,224,1901536,2007-03-23,Joaquín
Barcelona,2334,2006-04-13,Industrial,Venta,288,1781568,2006-09-24,María
Girona,2335,2006-04-14,Oficina,Venta,265,1944570,2006-09-27,Luisa
Barcelona,2336,2006-04-14,Industrial,Alquiler,189,1192401,2007-03-20,Carmen
Barcelona,2337,2006-04-14,Local,Venta,193,1826938,2006-09-12,Pedro
Tarragona,2340,2006-04-16,Casa,Venta,196,1670116,2006-09-19,Pedro
Girona,2341,2006-04-17,Piso,Venta,220,1282820,2006-11-25,Carmen
Lleida,2342,2006-04-17,Suelo,Venta,244,1386164,2007-03-27,María
Girona,2344,2006-04-20,Oficina,Alquiler,120,1085160,2006-08-14,Luisa
Lleida,2346,2006-04-21,Industrial,Venta,143,1258972,2006-12-03,Luisa
Tarragona,2352,2006-04-22,Local,Venta,252,1690164,2006-11-16,María
Barcelona,2355,2006-04-22,Casa,Venta,289,1504823,2006-10-31,Luisa
Girona,2356,2006-04-23,Parking,Venta,199,1777866,2006-12-23,Jesús
Girona,2358,2006-04-23,Suelo,Venta,287,1567020,2006-08-17,Carmen
Girona,2359,2006-04-25,Suelo,Alquiler,193,1363352,2007-04-02,Carmen
Tarragona,2360,2006-04-25,Piso,Alquiler,212,1203524,2007-04-14,Luisa
Barcelona,2361,2006-04-26,Local,Venta,218,2136182,2007-01-14,Luisa
Tarragona,2362,2006-04-26,Industrial,Alquiler,187,1359677,2007-02-12,Pedro
Tarragona,2363,2006-04-27,Parking,Alquiler,286,2398682,2006-08-06,Joaquín
Tarragona,2365,2006-04-28,Local,Alquiler,279,1794807,2006-11-18,Luisa
Tarragona,2366,2006-04-28,Parking,Alquiler,270,1716390,2006-11-22,Jesús
